applicationId	createdOn	lastUpdatedOn	carRego	carColor
55	4/12/19	6/2/19	1D4RD5GG5BC435242	Zoolab
42	6/27/2019	3/28/2019	JTDBT4K34CL876135	Opela
92	8/11/19	11/12/18	JA4AP3AU7BZ596896	Kanlam
84	3/19/2019	2/9/19	WBANN73517B005520	Namfix
22	9/18/2018	2/1/19	JTEBU5JR5D5365267	Vagram
89	2/5/19	6/15/2019	1FTDS3EL9AD523928	Ventosanzap
24	6/28/2019	7/21/2019	JHMFA3F26BS670143	Stim
62	5/22/2019	12/9/18	1G4HF5EM7AU520244	Fintone
3	1/18/2019	1/2/19	JTEBU5JR7A5654131	Toughjoyfax
93	12/28/2018	4/2/19	WBSBL93431J736874	Zontrax
95	10/12/18	9/1/18	SCFAD01E29G811274	Fix San
41	8/12/19	6/30/2019	WAUGL98E47A755129	It
100	10/20/2018	7/14/2019	JM1CW2BL1F0580009	Trippledex
76	1/23/2019	6/11/19	5N1AR2MM3EC334589	Toughjoyfax
30	4/23/2019	6/24/2019	3N1AB7AP6FL660917	Matsoft
61	10/28/2018	9/23/2018	WAUGN74F37N898143	Job
21	3/19/2019	10/13/2018	2B3CA8CT7AH348245	Rank
60	8/11/19	1/26/2019	WBSVA93578E699648	Mat Lam Tam
13	11/23/2018	3/4/19	WA1WGBFP4EA623994	Holdlamis
13	9/29/2018	6/9/19	KL4CJESB2DB635098	Cardify
5	7/25/2019	8/18/2019	2G4GY5GV1B9589635	Gembucket
80	4/3/19	6/5/19	1N4AA5AP8EC747528	Duobam
39	11/25/2018	7/2/19	WBAEB5C51AC181935	Sonair
95	8/20/2018	11/10/18	3D73M3CL2AG331271	Ronstring
27	4/10/19	3/31/2019	WBSDE93422C161899	Otcom
35	6/24/2019	5/13/2019	SCFHDDAJ4CA377212	Rank
35	5/2/19	11/26/2018	WP0AB2A92AS235318	Tres-Zap
49	4/1/19	7/23/2019	3VW1K7AJ0CM433993	Vagram
63	11/23/2018	3/3/19	WAUWFAFH4DN641573	Holdlamis
5	4/1/19	3/6/19	JTDKN3DP9F3032911	Otcom
4	12/1/18	10/12/18	WBA3C1C57CA189162	Alpha
1	5/11/19	2/8/19	1G6AG5RX3E0424618	Bytecard
29	6/9/19	9/3/18	WAUBF98E28A232100	Cardguard
95	7/7/19	2/4/19	3TMJU4GN7FM781719	Greenlam
64	1/12/19	9/17/2018	WAUDFAFL0CA844980	Span
22	5/9/19	10/21/2018	5FRYD4H61EB824104	Span
93	8/24/2018	2/6/19	WAUKF78E06A338398	Flexidy
2	3/13/2019	10/23/2018	WBANF33596C322055	Latlux
44	4/12/19	12/29/2018	WAUWGAFC0FN200527	Y-Solowarm
86	12/15/2018	3/18/2019	2C4RDGCG5FR800501	Opela
15	11/3/18	2/25/2019	JN8AZ1FY6BW936254	Fixflex
32	6/20/2019	4/17/2019	1D7RV1CPXBS527838	Sub-Ex
16	11/8/18	7/31/2019	WAUFFAFL4BA700422	Alpha
77	4/16/2019	2/19/2019	1GTN1TEX0CZ670867	Konklux
64	1/7/19	6/4/19	19VDE2E59DE269798	Tresom
25	5/8/19	4/18/2019	3C4PDCEG8DT421239	Tresom
36	10/14/2018	4/10/19	1D4PT5GK0BW484166	Cardify
68	11/1/18	12/14/2018	WUARL48H87K711981	Namfix
19	4/17/2019	7/15/2019	5J6TF2H51EL852168	Home Ing
29	5/17/2019	5/7/19	3N1CE2CP6FL121486	Rank
26	9/18/2018	1/23/2019	SCFAD01A16G595233	Zaam-Dox
14	4/30/2019	9/24/2018	SAJWJ0FF1F8222559	Flexidy
9	2/1/19	11/14/2018	1C4SDJCT4DC255781	Bytecard
67	7/1/19	6/17/2019	1GKS1HE06DR912635	Greenlam
97	1/2/19	8/14/2019	SAJWA2GTXEM916575	Mat Lam Tam
95	11/13/2018	11/18/2018	SCFEBBCF9BG768731	Fixflex
12	10/22/2018	4/5/19	WBA3B1G54EN382894	Tin
51	2/14/2019	11/27/2018	19XFB4F26DE999418	Prodder
33	7/19/2019	9/24/2018	WBXPC93418W929361	Cookley
73	8/1/19	9/29/2018	1D7RW2GKXBS662254	Cardguard
93	12/16/2018	6/22/2019	WAUSFAFL7CA522781	Home Ing
76	3/27/2019	4/28/2019	5GAKVCED5BJ073449	Konklux
90	8/1/19	6/27/2019	SALVP2BGXFH723350	Subin
74	9/27/2018	6/9/19	5YMKW8C52F0495055	Konklux
97	8/4/19	12/18/2018	WA1AV94L39D899094	Zathin
49	5/18/2019	2/23/2019	SALVN2BGXDH840784	Kanlam
38	9/30/2018	8/17/2019	1D7RW3BK7BS776337	Andalax
85	10/29/2018	9/10/18	KNAFK4A69F5059507	Kanlam
59	6/22/2019	8/21/2018	1FTEX1C83AK599746	Bitwolf
4	10/5/18	6/12/19	3D7TP2HT3AG847827	Transcof
68	7/31/2019	8/25/2018	1N6AA0EK1FN974686	Prodder
95	7/14/2019	5/7/19	1FTEW1CMXEF147890	Namfix
5	4/2/19	12/24/2018	19UUA65624A396223	Zoolab
91	1/4/19	1/25/2019	1G4GJ5E34DF496866	Transcof
74	6/23/2019	11/24/2018	JTEBC3EH5C2523289	Temp
17	4/14/2019	4/29/2019	5N1AN0NU4CN924865	Bamity
76	2/10/19	7/25/2019	1B3CC4FBXAN507305	Aerified
94	2/28/2019	3/12/19	JN1CV6FE3EM678894	Subin
66	12/7/18	2/26/2019	WAUDF58E45A766485	Bitwolf
19	9/9/18	10/14/2018	5N1AR1NB5AC484138	Span
24	1/11/19	12/5/18	1G6DA5EG3A0491301	Alpha
54	11/26/2018	3/22/2019	WAUCVAFR2BA652445	Namfix
93	6/8/19	4/17/2019	WAUDG94FX5N833747	Namfix
23	8/12/19	6/20/2019	1G6YV36AX85969635	Overhold
99	5/23/2019	11/22/2018	5TDDK3DC3CS115758	Rank
65	6/25/2019	3/8/19	JN8AZ1FY5CW999895	Zamit
58	8/1/19	4/5/19	WUADNAFG2AN082432	Keylex
8	11/17/2018	2/15/2019	WBAEP33415P626766	Wrapsafe
64	4/3/19	12/4/18	JTEBU5JR2C5534059	Fix San
14	4/18/2019	6/28/2019	JM3ER2W3XA0784771	Veribet
26	9/15/2018	12/15/2018	WBAUT9C5XAA380428	Cookley
60	8/9/19	10/7/18	WP1AB2A21FL330663	Ventosanzap
65	10/30/2018	6/7/19	KNADM5A32D6451507	Fixflex
43	9/8/18	12/5/18	WAURMAFD0EN964391	Otcom
58	5/22/2019	10/31/2018	1N6AA0EK0FN811804	Treeflex
8	9/8/18	4/28/2019	JHMZF1D45FS117089	Gembucket
30	10/21/2018	5/24/2019	YV126MFB6F1090419	Ventosanzap
30	11/30/2018	6/17/2019	WDDNG7DB0CA601970	Fintone
29	12/5/18	8/26/2018	1C6RD7KP4CS602527	Alpha
20	1/9/19	5/12/19	3C63DPNL8CG301278	Kanlam
92	3/31/2019	1/29/2019	KL4CJCSB4DB368695	Bigtax
79	5/22/2019	7/15/2019	1G4GL5E39CF382693	Aerified
73	6/24/2019	7/25/2019	WAUMFAFL4AN236403	It
27	8/7/19	1/22/2019	1FTSW2A5XAE526165	Ventosanzap
54	4/19/2019	11/19/2018	3GYFNEE37FS203541	Flowdesk
71	10/4/18	2/24/2019	JN1CV6EK3CM631126	Overhold
55	2/3/19	4/14/2019	WBAET37475N665203	Regrant
72	7/25/2019	8/4/19	5FPYK1F48DB165936	Sonair
46	10/15/2018	9/3/18	WAUKGAFB1BN140547	Viva
42	9/17/2018	6/7/19	WAUDH78E98A366092	Daltfresh
5	5/14/2019	1/13/2019	5J8TB2H52CA927438	Stim
71	11/19/2018	12/6/18	WBA3B9C53FP498646	Gembucket
32	1/4/19	9/25/2018	KNADH4A31A6583748	Stim
25	5/5/19	11/6/18	2HNYD2H45DH347829	Home Ing
79	9/6/18	11/20/2018	WAUEKBFB1BN011225	Fixflex
9	12/1/18	8/24/2018	1C3BCBFGXDN111006	Wrapsafe
21	3/14/2019	7/17/2019	SCBBR9ZA4DC222627	Lotlux
98	1/13/2019	1/27/2019	WA1LGBFE1ED212861	Mat Lam Tam
28	11/5/18	10/31/2018	WVGFG9BPXCD870660	Sub-Ex
79	11/28/2018	3/6/19	1N6BF0KLXFN142542	Quo Lux
20	4/30/2019	4/24/2019	JM3TB2CV1F0125261	Domainer
15	10/23/2018	6/26/2019	WAUDFAFL9EN106512	Duobam
75	11/11/18	7/25/2019	JN1CV6AP8AM214454	Veribet
10	8/21/2018	1/20/2019	1C3CDZAB3DN770776	Kanlam
1	7/12/19	3/14/2019	3VWKX8AJ4BM028102	Gembucket
55	5/3/19	4/1/19	SAJWA4EC6BM488370	Veribet
22	8/23/2018	6/2/19	KM8JT3AB2CU585346	Rank
98	2/15/2019	11/27/2018	1C6RD6NT9CS778749	Pannier
35	10/14/2018	3/9/19	KMHGN4JE0FU947439	Span
89	10/26/2018	7/9/19	WAUMGBFL4BA123420	Y-Solowarm
91	12/14/2018	1/4/19	2C3CDXJG5CH365784	Job
42	6/21/2019	3/16/2019	1FM5K7B84DG975005	Greenlam
25	6/24/2019	4/2/19	2C3CCAJG1EH709825	Span
20	6/17/2019	3/16/2019	WAUPFBFM1BA684456	Greenlam
58	8/9/19	6/21/2019	WAUYGBFC4DN571587	Zaam-Dox
99	1/27/2019	6/29/2019	1C6RD7PT3CS389530	Tres-Zap
42	11/16/2018	7/7/19	WAUMFAFL5CN176246	Flexidy
78	6/12/19	4/27/2019	JM1DE1KY0D0703678	Konklab
13	1/20/2019	2/28/2019	WBS3R9C57FF414759	Zoolab
5	8/1/19	7/29/2019	5FRYD4H21FB274014	Toughjoyfax
85	9/16/2018	10/3/18	KMHTC6AD6DU003035	Home Ing
44	4/1/19	10/7/18	WAUGL98E98A211856	Voltsillam
84	6/17/2019	2/6/19	WP0CB2A81CS967099	Tempsoft
76	2/6/19	11/1/18	5J6TF2H52DL635596	Tampflex
30	4/12/19	7/27/2019	WA1DGBFE6BD576306	Aerified
33	12/26/2018	1/17/2019	JA4AP3AU6CZ345062	Wrapsafe
94	3/11/19	2/8/19	3D4PG4FB5BT034891	Stim
28	5/4/19	8/3/19	1G6AM5S36F0455170	Sonair
87	6/29/2019	4/29/2019	JN8AZ1MU5AW213770	Greenlam
78	3/23/2019	6/3/19	WAUVT54B33N364794	Stronghold
45	7/4/19	11/28/2018	SALAC2D46BA298788	Prodder
64	1/18/2019	3/20/2019	WAUPL58E95A135849	Vagram
21	3/22/2019	5/21/2019	WVWAB7AJ7CW143513	Sonair
41	6/26/2019	3/5/19	1GYS4BEF0CR438498	Holdlamis
55	3/22/2019	11/12/18	JH4KA96592C089404	Flexidy
20	9/16/2018	11/22/2018	ZHWGU5BZ8AL646440	Daltfresh
77	5/9/19	10/19/2018	SCBFT7ZA2EC729163	Tin
75	3/17/2019	12/19/2018	1G6KH5EY2AU678937	Bitchip
88	1/20/2019	1/6/19	2HNYD2H38DH823594	It
41	4/19/2019	7/11/19	YV4902BZ1B1612944	Cardguard
11	8/13/2019	6/23/2019	KMHFH4JG9EA011338	Aerified
20	3/9/19	9/15/2018	WA1WMBFE0DD973885	Namfix
31	9/3/18	4/8/19	KNADM4A36D6820685	Treeflex
91	4/22/2019	9/2/18	WUAGNAFG2CN751007	Flexidy
40	4/22/2019	10/9/18	1GYS4KEF4CR828715	Sub-Ex
77	10/22/2018	3/11/19	1N6AA0CJ7DN868024	Stringtough
92	8/27/2018	9/3/18	1GYFK43589R427576	Sonsing
1	1/14/2019	7/25/2019	2C4RDGEG7FR931703	Sub-Ex
58	11/4/18	7/3/19	WAUBF78E08A232732	Temp
19	2/24/2019	5/16/2019	WVGAV3AXXDW748904	Matsoft
92	6/6/19	8/1/19	1FTEW1C83AF544452	Matsoft
78	3/21/2019	12/9/18	KMHHT6KDXAU194958	Subin
74	8/17/2019	6/12/19	1G6AH5S31D0960907	Tempsoft
90	12/16/2018	11/12/18	JM1BL1K38B1699906	Stringtough
98	9/15/2018	2/24/2019	4T1BF1FK2EU427763	Tempsoft
14	12/29/2018	2/14/2019	2G4GN5EKXC9315174	Mat Lam Tam
55	8/4/19	6/6/19	JM1CW2CLXF0590911	Viva
82	2/24/2019	4/13/2019	5TDDK3DC5FS450525	Aerified
66	3/28/2019	2/9/19	JTEBU5JR9F5358700	Bytecard
44	3/4/19	11/20/2018	WBANA73524B674242	Bitwolf
20	4/25/2019	6/6/19	WBA3A9G56CN295139	Bamity
54	6/11/19	1/30/2019	5N1AA0NC7BN999531	Zaam-Dox
46	4/14/2019	4/5/19	WBANB53586C756166	Voltsillam
98	4/22/2019	7/9/19	JH4CL96855C014518	Cookley
91	3/8/19	1/5/19	5NPEB4AC9CH162040	Asoka
21	3/14/2019	9/21/2018	WA1DGAFP8EA046727	Cookley
17	3/5/19	4/14/2019	2C3CDXBG2EH373990	Y-find
68	11/13/2018	3/27/2019	SALVP1BG1EH189373	Greenlam
95	6/25/2019	2/17/2019	WVWAN7AN6DE342814	Zathin
82	11/23/2018	8/15/2019	1G6DF8E55E0820247	Tres-Zap
62	12/26/2018	5/29/2019	WBA3B3C55DF005002	Voltsillam
2	10/15/2018	2/14/2019	1FTSW3A52AE127417	Daltfresh
33	2/9/19	8/31/2018	WA1EY74LX8D201222	Zathin
58	7/20/2019	12/31/2018	KMHGH4JH6DU479389	Regrant
91	9/20/2018	5/2/19	3FAHP0CG7BR961937	Alphazap
37	1/24/2019	8/15/2019	1GYUKKEF1AR095342	Span
75	4/24/2019	6/23/2019	1GTPCTEX0AZ221950	Voltsillam
93	7/6/19	6/3/19	JTDKN3DU7A0285595	Stronghold
69	6/28/2019	7/1/19	3C63D3LL8CG847218	Cookley
35	4/12/19	8/9/19	5J8TB18587A778873	Zontrax
93	10/24/2018	6/27/2019	SCBFU7ZA7DC934036	Konklux
10	11/3/18	10/17/2018	SCFAD01A55G984391	Flowdesk
26	5/6/19	4/7/19	5N1AA0NC0FN504026	Transcof
44	8/23/2018	6/23/2019	1G4GD5GR6CF980108	Stringtough
41	12/25/2018	9/14/2018	WAUSF78K49A281603	Opela
43	12/2/18	8/28/2018	5XYKT3A17CG845337	Prodder
70	12/5/18	5/31/2019	WA1AY94L67D238258	Tempsoft
64	1/5/19	7/12/19	WBAWV53519P265382	Opela
7	7/24/2019	7/31/2019	5GAEV23788J682869	Gembucket
99	8/8/19	11/14/2018	WBABD334X5P592886	Tres-Zap
36	2/8/19	1/24/2019	1G4GC5GR2DF831084	Bytecard
19	6/25/2019	9/22/2018	SALFR2BGXEH889333	Pannier
60	4/15/2019	5/14/2019	KMHGN4JE5FU949946	Temp
68	6/17/2019	5/6/19	1GTC5LF90B8516868	Greenlam
23	1/23/2019	3/27/2019	SCBZB25E82C498812	Job
23	11/24/2018	11/13/2018	1N4AL3AP0EC256515	Bitchip
28	10/30/2018	10/28/2018	WBANN73537C598291	Viva
47	4/24/2019	4/29/2019	5YMKT6C57F0764132	Cardify
82	11/22/2018	5/13/2019	3N1BC1AP6AL596692	Bamity
96	11/12/18	3/13/2019	JTHHE5BCXF5487100	Sub-Ex
28	12/16/2018	8/2/19	5XYZT3LB3FG454937	Redhold
64	8/12/19	8/14/2019	19VDE3F71EE328723	Solarbreeze
56	6/10/19	12/5/18	2G61N5S38F9790269	Zathin
68	10/23/2018	4/4/19	KNADH5A33A6038835	Temp
27	7/2/19	7/6/19	3GYT4MEF1BG655203	Fintone
89	4/30/2019	8/10/19	WAUAG78E46A441946	Bitwolf
38	2/5/19	6/6/19	1GYFK16219R054199	Rank
46	5/27/2019	12/7/18	5FNYF3H25CB070382	Biodex
12	9/9/18	3/1/19	JM1BL1H36A1017224	Subin
25	1/24/2019	6/27/2019	5YMKT6C59F0839705	Overhold
48	4/25/2019	6/28/2019	19UYA427X2A565100	Latlux
40	2/28/2019	6/20/2019	2T1BURHE8EC274299	Prodder
60	1/5/19	1/13/2019	JHMZE2H34ES435777	Kanlam
50	7/24/2019	1/27/2019	2T1BURHE6EC472959	Zontrax
41	12/2/18	10/16/2018	WAUDK78T58A412422	Wrapsafe
78	4/19/2019	9/5/18	JH4DC54862C590274	Cookley
78	10/21/2018	12/25/2018	WAUAGAFD4DN592654	Biodex
49	6/17/2019	5/16/2019	ZFBCFADH5EZ030697	Voyatouch
70	4/17/2019	2/16/2019	WA1WMAFE8BD633357	Viva
89	5/4/19	6/14/2019	2FMDK3AK2DB820347	It
51	2/2/19	8/22/2018	1FTWW3DY0AE143719	Voyatouch
66	11/14/2018	4/7/19	3GYFNFE30CS530106	Regrant
1	6/5/19	4/12/19	2G4WD582181401733	It
38	9/13/2018	6/22/2019	WAUVFAFR4BA325390	Ventosanzap
33	4/19/2019	12/1/18	WAUDT94F45N225038	Zaam-Dox
60	5/27/2019	1/5/19	5GADV33L85D187595	Trippledex
21	7/8/19	8/1/19	1N6AD0CWXEN293406	Matsoft
14	10/6/18	12/23/2018	SCFFDCCD7CG613504	Andalax
83	6/13/2019	10/26/2018	1FTFW1E8XAF609377	Greenlam
24	11/25/2018	3/31/2019	1FTWW3CYXAE294486	Tampflex
48	4/4/19	10/3/18	SAJWA2GTXEM280997	Konklux
72	6/16/2019	4/13/2019	WAUML54D91N924389	Keylex
90	11/11/18	11/24/2018	WBABD33415J001119	Tampflex
49	12/1/18	2/1/19	WVWAP7AN0EE161316	Wrapsafe
46	8/23/2018	11/30/2018	NM0KS7DN2AT085907	Regrant
10	6/1/19	7/1/19	5TFCW5F15DX007449	Konklab
96	10/11/18	1/12/19	3GYVKMEF8AG276180	Tresom
78	3/21/2019	8/14/2019	2C3CDXBG6DH503378	Fintone
81	5/15/2019	3/23/2019	1D7CW5GK9AS491597	Bytecard
69	10/26/2018	4/15/2019	5GADV23117D393532	Tin
76	7/10/19	5/31/2019	1G4HR54K91U567170	Bigtax
75	1/10/19	6/18/2019	1FMJU1H5XAE989789	Latlux
8	5/14/2019	8/24/2018	JTDKDTB32D1527544	Stronghold
62	5/13/2019	12/22/2018	1G6KE57Y43U118751	Tampflex
27	1/1/19	12/20/2018	WBAKE3C5XBE371334	Flexidy
75	11/27/2018	8/15/2019	WAUWFAFR2AA046457	Wrapsafe
6	1/8/19	5/14/2019	1G6DR57V680696786	Home Ing
62	4/8/19	9/26/2018	5UXKU2C5XF0386255	Alpha
44	5/29/2019	2/5/19	JN8AF5MR6BT841531	Opela
45	11/2/18	9/10/18	JA32X2HU8EU618379	Wrapsafe
73	2/2/19	10/29/2018	2T1BU4EE8CC203706	Regrant
73	1/2/19	3/31/2019	WAUVT68E63A648146	Biodex
45	3/6/19	6/17/2019	5FRYD3H23GB354801	Mat Lam Tam
10	8/18/2019	6/12/19	4T1BK3DB1CU610627	Subin
86	3/18/2019	3/19/2019	2FMDK4JC7AB285865	Fix San
48	12/1/18	4/4/19	19XFB2E56EE047116	Stringtough
89	4/25/2019	3/24/2019	1G6DM5E30D0024846	Viva
6	10/2/18	10/2/18	WVGAV7AX8AW152368	Tempsoft
57	8/23/2018	7/26/2019	WAUVFAFR0AA879489	Konklab
27	5/11/19	2/17/2019	19UYA42692A435283	Lotstring
4	7/23/2019	7/8/19	WAULV94E09N114439	Alpha
49	10/31/2018	1/9/19	1D4PU6GX5BW438377	Viva
41	11/13/2018	10/17/2018	WA1LFAFP9CA500530	Job
65	2/16/2019	11/3/18	WBAYE4C55ED557602	Opela
68	6/2/19	9/6/18	2C3CDXBG4FH207424	Tin
27	5/4/19	4/18/2019	JN8AZ2KR9AT326658	Konklab
2	2/3/19	12/9/18	1G6DM5EY4B0520922	Bytecard
63	6/20/2019	7/22/2019	KMHTC6AD8DU141420	Kanlam
65	10/6/18	7/25/2019	2B3CA2CV1AH625860	Span
92	7/17/2019	5/19/2019	YV4902NC2F1420431	Fixflex
60	4/13/2019	11/26/2018	JHMZE2H37CS090239	Viva
74	2/19/2019	5/20/2019	WBA3B9C53EJ808778	Flowdesk
42	3/5/19	8/6/19	JA32X2HU5CU385994	Fixflex
58	10/15/2018	10/24/2018	WAUKD78P99A696661	Job
64	10/11/18	7/29/2019	SALWR2TF8FA322179	Fix San
6	6/25/2019	5/29/2019	WAUWGAFC0FN954141	Tresom
16	7/6/19	1/10/19	3GTU1YEJ3DG287589	Biodex
88	9/22/2018	9/9/18	WAUEF98E58A152531	Stringtough
93	11/29/2018	1/17/2019	JTHDL5EF7F5957660	Otcom
26	11/25/2018	10/3/18	WBA3C3C59FP573053	Matsoft
33	6/7/19	11/16/2018	KMHHT6KD8AU852924	Cookley
29	8/13/2019	6/5/19	1C3BCBGG3DN600670	Sub-Ex
66	5/1/19	4/19/2019	SALAB2D42BA557585	Bitchip
100	8/9/19	11/17/2018	KNALN4D77F5509413	Mat Lam Tam
25	9/25/2018	10/22/2018	3D7TT2HT5BG222830	Ventosanzap
83	2/11/19	2/6/19	2C3CDZAGXFH717094	Treeflex
50	2/22/2019	10/30/2018	SCFFBCCD1BG948326	Redhold
21	4/10/19	10/11/18	1GTN1TEX0DZ297038	Wrapsafe
29	8/30/2018	8/12/19	5LMJJ2H56AE371755	Zontrax
39	8/21/2018	4/6/19	3VW4A7AT4CM041150	Zathin
78	5/7/19	3/5/19	WAUBG78E66A503173	Quo Lux
39	9/13/2018	9/21/2018	WBA3B5C59DP057383	Tin
32	4/24/2019	5/24/2019	WAUKF78E57A660486	Mat Lam Tam
98	7/27/2019	2/13/2019	WAUBFAFLXFA079630	Latlux
76	4/14/2019	12/22/2018	JH4CU2F60AC588568	Cookley
77	1/26/2019	11/10/18	2FMGK5CC0AB398332	Gembucket
53	1/10/19	10/13/2018	1GYS4CEF3DR325958	Span
88	4/29/2019	10/28/2018	1FTMF1CW2AK600138	Biodex
86	2/12/19	5/1/19	1HGCR2E72EA746098	Fix San
39	2/9/19	6/13/2019	WBA3N9C58EF375453	Kanlam
61	5/25/2019	7/19/2019	JN8AZ2KR1AT237053	Prodder
68	5/3/19	1/6/19	WAUMFAFL8BN688906	Namfix
8	10/28/2018	7/25/2019	2G4GR5EC3B9650921	Bitchip
72	10/31/2018	3/5/19	5NPEB4ACXCH018321	Biodex
74	1/29/2019	5/20/2019	TRUWC28N211662807	Fixflex
1	11/18/2018	2/28/2019	3GTU1YEJ2BG661638	Prodder
88	7/10/19	9/18/2018	WA1DGAFE6BD207763	Aerified
72	9/21/2018	2/2/19	WBANN73546C832517	Pannier
99	10/6/18	1/27/2019	WA1LFAFPXEA054701	Konklab
38	12/12/18	6/13/2019	WVWED7AJ1CW226463	Holdlamis
88	11/26/2018	9/29/2018	WA1EV94L17D367969	Gembucket
98	7/16/2019	3/25/2019	WBAUC73549V074544	Span
94	8/16/2019	8/16/2019	WBAVM5C56EV042923	Rank
33	8/2/19	5/12/19	WA1CFAFP0FA476588	Otcom
94	10/15/2018	12/13/2018	WAUDH98E07A825598	Aerified
9	4/2/19	1/2/19	3D73Y4HL4AG241798	Regrant
40	8/26/2018	10/17/2018	19UUA66268A103389	Daltfresh
25	5/27/2019	3/8/19	5J8TB3H52GL763589	Y-find
68	10/6/18	12/16/2018	1G4GE5G39CF409804	Hatity
95	12/25/2018	5/28/2019	JHMZF1C49CS537113	Hatity
87	1/2/19	11/14/2018	4T1BD1EB6EU406342	Daltfresh
70	2/21/2019	12/4/18	TRUUT28NX41732906	Home Ing
33	6/26/2019	5/31/2019	WUARL48H49K974665	Sub-Ex
64	12/17/2018	8/10/19	KNAFU5A27B5688805	Tampflex
57	3/23/2019	7/24/2019	KMHD35LH0FU923499	Tampflex
17	3/14/2019	5/4/19	1GYS3DEF9BR445799	Home Ing
29	4/11/19	5/4/19	JH4KA96593C293668	Tres-Zap
68	3/30/2019	11/1/18	WDDHF8JB4DA800953	Zontrax
44	3/19/2019	7/20/2019	2T2BK1BA0FC057372	Redhold
65	7/2/19	9/8/18	3VWML7AJ3DM884282	Domainer
35	12/12/18	7/12/19	SAJWA4EC8DM048394	Voltsillam
8	6/11/19	11/28/2018	1FTWF3B58AE669475	Duobam
9	3/29/2019	1/30/2019	JHMZF1C69CS354649	Cardify
94	6/24/2019	1/23/2019	1ZVBP8AM6B5261771	Bitchip
46	5/16/2019	12/22/2018	WP0AB2A91AS394864	Treeflex
14	1/30/2019	4/8/19	1C4RDHDG4DC727003	Mat Lam Tam
57	2/18/2019	1/13/2019	19UYA42701A271929	Cookley
63	6/26/2019	10/25/2018	1GD02ZCG3CZ493790	Viva
65	11/2/18	5/18/2019	SALVP1BG0EH866073	Zoolab
16	12/13/2018	1/5/19	WBAKG7C59CE158765	Alphazap
16	9/13/2018	1/1/19	WAUWFAFL8BA420065	Viva
89	2/10/19	10/24/2018	WDDGF4HB6EA602175	Flexidy
57	12/4/18	12/30/2018	5NPEB4AC1CH236468	Toughjoyfax
97	9/6/18	2/5/19	1GYS4BKJ8FR352563	Holdlamis
43	5/13/2019	10/30/2018	1D4PT4GX7BW633016	Fixflex
64	8/5/19	6/19/2019	WVGAV7AXXCW752165	Rank
2	9/28/2018	1/24/2019	1G6DP8E30D0968297	Zaam-Dox
74	6/7/19	4/12/19	1G4PT5SV2F4056269	Bigtax
10	10/3/18	4/29/2019	JHMZF1C67CS782641	Solarbreeze
15	8/29/2018	1/3/19	1GYS3CEF3BR267656	Alpha
40	3/12/19	3/18/2019	3N1BC1CP0CK997211	Fix San
30	6/12/19	10/30/2018	WBAKN9C54FD890765	Zoolab
30	7/23/2019	10/16/2018	JTEBU5JR2C5413189	Konklab
100	4/6/19	5/6/19	3VW517ATXFM267668	Subin
60	8/25/2018	8/31/2018	WBAWL73559P339064	Job
73	2/2/19	6/17/2019	WAUVT68E82A374835	Holdlamis
3	9/27/2018	12/19/2018	3C6TD5CT8CG486519	Ventosanzap
70	5/27/2019	4/22/2019	WA1WMAFE2AD197605	Quo Lux
3	5/25/2019	7/2/19	JA32U2FU2FU914995	Matsoft
83	9/2/18	2/20/2019	5YMGY0C53AL088144	Aerified
28	9/15/2018	1/18/2019	WBAPM73569A816055	Zontrax
21	10/27/2018	6/27/2019	JA4AD3A39FZ257532	Zontrax
12	2/9/19	3/9/19	JTEBU4BF0EK313689	Overhold
33	2/24/2019	3/29/2019	1G6KD579X9U840214	Lotlux
47	1/27/2019	5/4/19	WUADUAFGXBN687609	Otcom
18	6/8/19	12/30/2018	JTDKDTB35F1176857	Cardguard
74	6/26/2019	1/1/19	WAUDFAFLXBA382491	Stronghold
92	12/17/2018	11/2/18	WAUSH98E87A915587	Daltfresh
9	4/5/19	9/26/2018	WAUNE78P48A399631	Veribet
88	1/3/19	5/23/2019	JHMZF1C68CS295304	Span
52	7/16/2019	7/9/19	JN1AY1AP8DM987446	Job
9	1/14/2019	11/1/18	3N1CN7AP0EL316661	Cardguard
24	7/20/2019	8/3/19	1G6DH5E59D0657769	Otcom
16	12/30/2018	3/18/2019	19UUA75557A459459	Fintone
39	12/8/18	11/5/18	1FA6P0G73E5513543	Latlux
93	12/24/2018	6/17/2019	WBAKF3C5XBE992361	Stronghold
100	10/23/2018	6/18/2019	JH4CU2E84CC538147	Keylex
2	6/6/19	8/4/19	WAUCFAFH6CN555571	Duobam
98	9/25/2018	12/17/2018	SCFHDDAT0EG615638	Bitchip
59	12/23/2018	4/9/19	5FRYD4H42GB416213	Tempsoft
40	12/14/2018	5/16/2019	1N6AA0CA9BN301357	Sonsing
22	5/2/19	8/27/2018	1GYS3HEF4ER982351	Y-Solowarm
76	5/16/2019	12/2/18	KMHTC6AD7DU426514	Stringtough
17	1/2/19	5/3/19	KMHDB8AEXAU294730	Zontrax
5	8/14/2019	7/4/19	SCFFDCBD5CG573635	Asoka
37	1/9/19	6/2/19	WBS3U9C53FP186493	Fintone
58	7/13/2019	4/14/2019	3GYFNCE30CS470763	Aerified
85	9/4/18	4/21/2019	5J8TB18568A158587	Home Ing
9	3/19/2019	8/3/19	WBAAV53401J473102	Matsoft
